ws             	date       	time    	  hr	 rdy	 bsy	  rd	  wr	  ka	 log	 dns	 cls	mwas	mwgt
webhost030 	Nov-03-2017	07:13:51	  07	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	07:28:51	  07	  74	   1	   0	   1	   0	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	07:58:51	  07	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:03:51	  08	  69	   6	   0	   0	   6	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:13:52	  08	  71	   4	   0	   1	   3	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	08:18:52	  08	  72	   3	   0	   0	   3	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:23:52	  08	  66	   9	   5	   0	   4	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:28:52	  08	  70	   5	   0	   1	   4	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	08:33:52	  08	  68	   7	   0	   0	   7	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:38:52	  08	  60	  15	   1	   0	  14	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	08:43:52	  08	  53	  22	   5	   1	  16	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	08:48:52	  08	  60	  15	   3	   3	   9	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	08:53:52	  08	  69	  31	   5	   1	  24	   0	   0	   1	   1	   0
webhost030 	Nov-03-2017	08:58:52	  08	  74	  26	   6	   4	  16	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	09:03:52	  09	  65	  35	  13	   4	  18	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	09:08:52	  09	  59	  41	  20	   4	  17	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	09:13:52	  09	  44	  56	  35	   2	  19	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	09:18:52	  09	  77	  23	   3	   2	  18	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	09:23:52	  09	  54	  46	  16	   5	  25	   0	   0	   0	   4	   1
webhost030 	Nov-03-2017	09:28:52	  09	  59	  41	   5	   7	  29	   0	   0	   0	   7	   0
webhost030 	Nov-03-2017	09:33:52	  09	  54	  47	  16	   3	  27	   0	   0	   1	   3	   0
webhost030 	Nov-03-2017	09:38:52	  09	  50	  50	  20	   9	  21	   0	   0	   0	   3	   6
webhost030 	Nov-03-2017	09:43:52	  09	  57	  44	  15	   7	  22	   0	   0	   0	   7	   0
webhost030 	Nov-03-2017	09:48:52	  09	  57	  43	  18	   3	  22	   0	   0	   0	   2	   1
webhost030 	Nov-03-2017	09:53:52	  09	  45	  57	  17	   4	  36	   0	   0	   0	   3	   1
webhost030 	Nov-03-2017	09:58:52	  09	  56	  44	  17	   3	  24	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	10:03:53	  10	  55	  46	  25	   3	  17	   0	   0	   1	   3	   0
webhost030 	Nov-03-2017	10:08:53	  10	  49	  52	  17	   4	  31	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	10:13:53	  10	  59	  42	  20	   5	  17	   0	   0	   0	   5	   0
webhost030 	Nov-03-2017	10:18:53	  10	  55	  45	  15	   1	  29	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	10:23:53	  10	  41	  59	  28	   3	  28	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	10:28:53	  10	  55	  47	  20	   1	  26	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	10:33:53	  10	  46	  30	  15	   0	  15	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	10:38:53	  10	  53	  47	  20	   4	  23	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	10:43:53	  10	  62	  38	  11	   7	  20	   0	   0	   0	   7	   0
webhost030 	Nov-03-2017	10:48:53	  10	  61	  39	  17	   4	  18	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	10:53:53	  10	  53	  23	   5	   3	  14	   0	   0	   1	   3	   0
webhost030 	Nov-03-2017	10:58:53	  10	  62	  39	  17	   4	  18	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	11:03:53	  11	  54	  48	  22	   7	  19	   0	   0	   0	   7	   0
webhost030 	Nov-03-2017	11:08:53	  11	  59	  25	   4	   7	  14	   0	   0	   0	   7	   0
webhost030 	Nov-03-2017	11:13:53	  11	  40	  36	  15	   2	  19	   0	   0	   0	   1	   1
webhost030 	Nov-03-2017	11:18:53	  11	  53	  47	  16	   3	  27	   0	   0	   1	   2	   1
webhost030 	Nov-03-2017	11:23:53	  11	  51	  24	   4	   1	  19	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	11:28:53	  11	  57	  43	  16	   4	  23	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	11:33:53	  11	  43	  32	  17	   1	  14	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	11:38:53	  11	  39	  36	  17	   2	  17	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	11:43:53	  11	  33	  42	  25	   4	  13	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	11:48:53	  11	  46	  54	  25	   2	  27	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	11:53:53	  11	  69	  31	  10	   1	  20	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	11:58:54	  11	  29	  46	  26	   3	  17	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	12:03:54	  12	  56	  19	  10	   1	   8	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	12:08:54	  12	  57	  18	   5	   2	  11	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	12:13:54	  12	  52	  23	  10	   2	  11	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	12:18:54	  12	  61	  14	   5	   1	   8	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	12:23:54	  12	  55	  20	   6	   3	  11	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	12:28:54	  12	  32	  23	   5	   5	  13	   0	   0	   0	   5	   0
webhost030 	Nov-03-2017	12:33:54	  12	  57	  18	   8	   1	   9	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	12:38:54	  12	  52	  23	  10	   1	  12	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	12:43:54	  12	  47	  28	  15	   1	  12	   0	   0	   0	   0	   1
webhost030 	Nov-03-2017	12:48:54	  12	  69	   6	   0	   0	   6	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	12:53:54	  12	  52	  23	  13	   0	  10	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	12:58:54	  12	  61	  14	   6	   1	   7	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	13:03:54	  13	  50	  25	  10	   2	  13	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	13:08:54	  13	  48	  27	   8	   2	  17	   0	   0	   0	   1	   1
webhost030 	Nov-03-2017	13:13:54	  13	  61	  14	   0	   2	  12	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	13:18:54	  13	  49	  26	  11	   3	  12	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	13:23:54	  13	  68	   7	   0	   0	   7	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	13:28:54	  13	  53	  22	  10	   3	   9	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	13:33:54	  13	  63	  12	   5	   1	   6	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	13:38:54	  13	  58	  17	   4	   1	  12	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	13:43:55	  13	  52	  23	  10	   1	  12	   0	   0	   0	   0	   1
webhost030 	Nov-03-2017	13:48:55	  13	  63	  37	  15	   2	  20	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	13:53:55	  13	  55	  20	   2	   0	  18	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	13:58:55	  13	  44	  32	  16	   0	  16	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	14:03:55	  14	  46	  29	  15	   1	  13	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	14:08:55	  14	  42	  33	  15	   2	  16	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	14:13:55	  14	  38	  41	  26	   2	  13	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	14:18:55	  14	  46	  32	  10	   4	  18	   0	   0	   0	   4	   0
webhost030 	Nov-03-2017	14:23:55	  14	  31	  44	  26	   5	  13	   0	   0	   0	   5	   0
webhost030 	Nov-03-2017	14:28:55	  14	  49	  51	  28	   0	  23	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	14:33:55	  14	  34	  41	  26	   0	  15	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	14:38:55	  14	  50	  25	  10	   2	  13	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	14:43:55	  14	  41	  35	  20	   1	  14	   0	   0	   0	   0	   1
webhost030 	Nov-03-2017	14:48:55	  14	  51	  26	   8	   1	  17	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	14:53:55	  14	  74	  26	   7	   2	  17	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	14:58:55	  14	  45	  30	  17	   1	  12	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	15:03:55	  15	  53	  47	  20	   3	  24	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	15:08:55	  15	  39	  36	  20	   2	  14	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	15:13:55	  15	  56	  44	  22	   1	  21	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	15:18:55	  15	  50	  29	  15	   2	  12	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	15:23:55	  15	  55	  20	   6	   2	  12	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	15:28:55	  15	  40	  35	  20	   1	  14	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	15:33:56	  15	  42	  33	  19	   1	  13	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	15:38:56	  15	  44	  31	  10	   3	  18	   0	   0	   0	   1	   2
webhost030 	Nov-03-2017	15:43:56	  15	  51	  24	  16	   1	   7	   0	   0	   0	   0	   1
webhost030 	Nov-03-2017	15:48:56	  15	  40	  35	  16	   3	  16	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	15:53:56	  15	  51	  49	  25	   6	  18	   0	   0	   0	   6	   0
webhost030 	Nov-03-2017	15:58:56	  15	  63	  37	  22	   2	  13	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	16:03:56	  16	  35	  40	  17	   2	  21	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	16:08:56	  16	  54	  22	   5	   2	  15	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	16:13:56	  16	  46	  29	  11	   1	  17	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	16:18:56	  16	  49	  26	  13	   2	  11	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	16:23:56	  16	  46	  29	  19	   3	   7	   0	   0	   0	   3	   0
webhost030 	Nov-03-2017	16:28:56	  16	  68	   7	   0	   2	   5	   0	   0	   0	   2	   0
webhost030 	Nov-03-2017	16:33:56	  16	  58	  17	   5	   0	  12	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	16:38:56	  16	  65	  10	   0	   2	   8	   0	   0	   0	   1	   1
webhost030 	Nov-03-2017	16:43:56	  16	  66	   9	   5	   1	   3	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	16:48:56	  16	  73	   2	   0	   0	   2	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	16:53:56	  16	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	17:03:56	  17	  70	   5	   0	   1	   4	   0	   0	   0	   1	   0
webhost030 	Nov-03-2017	17:13:56	  17	  69	   6	   5	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	17:18:56	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	17:23:56	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	17:28:56	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	18:28:57	  18	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost030 	Nov-03-2017	21:03:58	  21	  73	   2	   1	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	07:10:08	  07	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	07:50:09	  07	  72	   3	   0	   1	   2	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	07:55:09	  07	  67	   8	   5	   0	   3	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:00:09	  08	  68	   7	   5	   0	   2	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:05:09	  08	  67	   8	   6	   1	   1	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	08:10:09	  08	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:15:09	  08	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:20:09	  08	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:25:09	  08	  59	  16	  10	   1	   5	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	08:30:09	  08	  60	  15	   5	   2	   8	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	08:35:10	  08	  58	  17	   5	   1	  11	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	08:40:10	  08	  53	  22	   6	   1	  15	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	08:45:10	  08	  53	  22	   4	   3	  15	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	08:50:10	  08	  45	  30	  10	   0	  20	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	08:55:10	  08	  52	  25	   7	   2	  16	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	09:00:10	  09	  52	  48	  22	   3	  23	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	09:05:10	  09	  28	  47	  29	   3	  14	   0	   0	   1	   3	   0
webhost040 	Nov-03-2017	09:10:10	  09	  39	  61	  31	   3	  27	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	09:15:10	  09	  47	  28	   5	   7	  16	   0	   0	   0	   2	   5
webhost040 	Nov-03-2017	09:20:10	  09	  46	  54	  32	   2	  19	   0	   0	   1	   2	   0
webhost040 	Nov-03-2017	09:25:10	  09	  40	  60	  26	   3	  31	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	09:30:10	  09	  54	  46	  20	   2	  24	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	09:35:10	  09	  55	  45	  17	   2	  26	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	09:40:10	  09	  18	  82	  45	   3	  34	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	09:45:10	  09	  49	  51	  25	   1	  24	   0	   0	   1	   1	   0
webhost040 	Nov-03-2017	09:50:10	  09	  41	  59	  34	   3	  22	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	09:55:10	  09	  50	  26	  12	   2	  12	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	10:00:10	  10	  59	  16	   2	   0	  13	   0	   0	   1	   0	   0
webhost040 	Nov-03-2017	10:05:10	  10	  63	  37	  14	   2	  21	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	10:10:10	  10	  48	  52	  20	   3	  29	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	10:15:11	  10	  59	  16	   1	   2	  13	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	10:20:11	  10	  48	  27	  12	   2	  12	   0	   0	   1	   2	   0
webhost040 	Nov-03-2017	10:25:11	  10	  61	  23	   9	   1	  13	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	10:30:11	  10	  31	  44	  19	   4	  21	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	10:35:11	  10	  59	  16	   0	   2	  14	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	10:40:11	  10	  41	  34	  17	   2	  15	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	10:45:11	  10	  55	  45	  20	   4	  21	   0	   0	   0	   0	   4
webhost040 	Nov-03-2017	10:50:11	  10	  64	  36	   5	   9	  22	   0	   0	   0	   5	   4
webhost040 	Nov-03-2017	10:55:11	  10	  50	  26	  10	   3	  13	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	11:00:11	  11	  53	  47	  26	   4	  17	   0	   0	   0	   3	   1
webhost040 	Nov-03-2017	11:05:11	  11	  36	  39	  20	   1	  18	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	11:10:11	  11	  38	  37	  10	   3	  24	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	11:15:11	  11	  49	  26	   3	   3	  20	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	11:20:11	  11	  46	  54	  27	   6	  21	   0	   0	   0	   6	   0
webhost040 	Nov-03-2017	11:25:11	  11	  42	  59	  31	   4	  24	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	11:30:11	  11	  31	  45	  29	   0	  16	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	11:35:11	  11	  53	  47	  27	   2	  18	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	11:40:11	  11	  34	  41	  15	   2	  24	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	11:45:11	  11	  51	  26	   8	   1	  17	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	11:50:11	  11	  52	  48	  28	   2	  18	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	11:55:12	  11	  59	  41	  15	   1	  25	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	12:00:12	  12	  39	  36	  17	   2	  17	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	12:05:12	  12	  35	  40	  19	   3	  18	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	12:10:12	  12	  56	  19	   4	   1	  14	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	12:15:12	  12	  50	  25	  15	   4	   5	   0	   0	   1	   3	   1
webhost040 	Nov-03-2017	12:20:12	  12	  51	  28	  10	   2	  16	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	12:25:12	  12	  55	  22	  10	   0	  11	   0	   0	   1	   0	   0
webhost040 	Nov-03-2017	12:30:12	  12	  41	  34	  15	   4	  15	   0	   0	   0	   3	   1
webhost040 	Nov-03-2017	12:35:12	  12	  47	  28	  15	   2	  11	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	12:40:12	  12	  46	  29	  14	   1	  14	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	12:45:12	  12	  60	  15	   7	   1	   7	   0	   0	   0	   0	   1
webhost040 	Nov-03-2017	12:50:12	  12	  48	  27	  14	   1	  12	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	12:55:12	  12	  61	  14	   0	   1	  13	   0	   0	   0	   0	   1
webhost040 	Nov-03-2017	13:00:12	  13	  46	  29	  20	   4	   5	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	13:05:12	  13	  39	  11	   1	   3	   7	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	13:10:12	  13	  47	  28	   5	   0	  23	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	13:15:12	  13	  48	  27	   5	   0	  22	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	13:20:12	  13	  52	  23	   8	   4	  11	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	13:25:12	  13	  44	  31	  11	   3	  17	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	13:30:12	  13	  58	  17	   0	   1	  16	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	13:35:12	  13	  56	  19	   0	   1	  18	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	13:40:12	  13	  51	  24	   9	   0	  15	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	13:45:13	  13	  53	  47	  16	   4	  27	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	13:50:13	  13	  55	  22	   6	   2	  14	   0	   0	   0	   1	   1
webhost040 	Nov-03-2017	13:55:13	  13	  42	  33	  14	   4	  15	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	14:00:13	  14	  51	  24	  11	   2	  11	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	14:05:13	  14	  38	  37	  17	   3	  17	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	14:10:13	  14	  41	  59	  30	   1	  28	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	14:15:13	  14	  73	  27	   6	   3	  18	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	14:20:13	  14	  36	  39	  17	   4	  18	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	14:25:13	  14	  36	  64	  46	   1	  17	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	14:30:13	  14	  67	  36	  22	   1	  13	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	14:35:13	  14	  58	  42	  11	   1	  30	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	14:40:13	  14	  42	  58	  26	   1	  31	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	14:45:13	  14	  36	  39	  20	   2	  17	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	14:50:13	  14	  39	  61	  40	   2	  19	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	14:55:13	  14	  59	  41	  20	   1	  20	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	15:00:13	  15	  47	  28	  10	   2	  16	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	15:05:13	  15	  53	  26	  11	   3	  12	   0	   0	   0	   3	   0
webhost040 	Nov-03-2017	15:10:13	  15	  49	  51	  26	   2	  23	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	15:15:13	  15	  50	  25	   5	   0	  20	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	15:20:13	  15	  34	  66	  42	   3	  21	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	15:25:14	  15	  56	  19	   2	   2	  15	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	15:30:14	  15	  40	  60	  26	   2	  32	   0	   0	   0	   2	   0
webhost040 	Nov-03-2017	15:35:14	  15	  37	  38	  20	   0	  18	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	15:40:14	  15	  44	  31	   7	   1	  23	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	15:45:14	  15	  35	  40	  22	   3	  15	   0	   0	   0	   2	   1
webhost040 	Nov-03-2017	15:50:14	  15	  31	  44	  20	   1	  23	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	15:55:14	  15	  34	  41	  11	   4	  26	   0	   0	   0	   4	   0
webhost040 	Nov-03-2017	16:00:14	  16	  58	  17	   5	   1	  11	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:05:14	  16	  49	  26	  14	   1	  11	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:10:14	  16	  51	  24	  10	   1	  13	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:15:14	  16	  51	  24	  10	   1	  13	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:20:14	  16	  62	  13	   6	   1	   6	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:25:14	  16	  67	   8	   0	   1	   7	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:30:14	  16	  63	  12	   6	   0	   6	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	16:35:14	  16	  70	   5	   1	   0	   4	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	16:40:14	  16	  73	   2	   0	   1	   1	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	16:45:14	  16	  69	   6	   5	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	16:50:14	  16	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	16:55:14	  16	  70	   5	   3	   0	   1	   0	   0	   1	   0	   0
webhost040 	Nov-03-2017	17:00:14	  17	  72	   3	   0	   0	   3	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:05:14	  17	  73	   2	   0	   0	   2	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:10:15	  17	  66	   9	   6	   0	   3	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:15:15	  17	  68	   7	   5	   0	   2	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:20:15	  17	  67	   8	   6	   1	   1	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	17:25:15	  17	  73	   2	   0	   0	   2	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:30:15	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:35:15	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:40:15	  17	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	17:45:15	  17	  69	   6	   5	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:00:15	  18	  73	   2	   1	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:15:15	  18	  69	   6	   5	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:20:15	  18	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:35:15	  18	  73	   2	   1	   1	   0	   0	   0	   0	   1	   0
webhost040 	Nov-03-2017	18:40:15	  18	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:45:15	  18	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	18:55:15	  18	  74	   1	   0	   0	   1	   0	   0	   0	   0	   0
webhost040 	Nov-03-2017	22:10:17	  22	  71	   4	   0	   0	   4	   0	   0	   0	   0	   0
